---
# FILENAME: New Recording 14.txt
---
# Transcript for New Recording 14.m4a
# Language: ru, prob=1.00

[   0.00 -    2.32] Сказывал, да, получается, такие вещи.
[   3.56 -    7.72] То есть вроде бы 4 дня мало, 5 дней, окей.
[   7.72 -   10.76] Но все время зарегулированные 5 дней.
[  11.76 -   12.92] Тоже не окей.
[  13.40 -   15.96] То есть надо отдавать какой-то...
[  16.76 -   17.92] Какие-то дырки.
[  18.76 -   20.44] Но как-то так мы с ней решили.
[  21.84 -   23.12] Это первое.
[  23.12 -   23.96] Второе.
[  25.16 -   26.56] Мы поднимаем цены.
[  27.28 -   28.28] И посмотрим.
[  29.24 -   30.96] Что из этого получится.
[  31.72 -   33.84] И мы решили поднять цену.
[  36.00 -   37.80] Включая поездку.
[  37.80 -   39.80] Туда будет входить поездка.
[  39.80 -   40.96] Колбавра Алто.
[  42.12 -   43.64] 1550.
[  48.00 -   48.84] Посмотрим.
[  48.84 -   51.64] Потому что сейчас, все, кто едет,
[  51.64 -   56.08] они уже, либо люди, как мы с тобой говорили, состоятельные.
[  56.08 -   57.84] Либо что-то еще, но еще посмотрим.
[  58.84 -   60.04] Нет так нет.
[  62.60 -   63.72] Третий момент.
[  63.72 -   68.72] У нас примерно сложилось, очень кратко, конечно, бесподробностей.
[  71.64 -   73.96] Как мы будем ходить.
[  77.64 -   80.00] Тема остается, как я тебе говорила, да?
[  80.84 -   81.84] Ардыко.
[  81.84 -   96.87] Конечно, написала мне.
[  96.87 -   98.87] Первый день 15 октября.
[  98.87 -   99.87] Правой берег.
[ 101.70 -  103.22] Дынье Легор.
[ 850.94 -  858.62] и который не на постере, который заходят вот этот вкусковный постер, и здесь все вот такое, и каждый
[ 858.62 -  864.70] предмет мебелен, сочинили, сочинили на так, если есть зеркала, из которой она с чнеблесой,
[ 864.70 -  872.02] в любом, как возлюбленного, не знаю для своего любого жена, оба дуячи, это обычная зеркала, но
[ 872.02 -  878.38] у нас сочинили скопические элемент с более крупным зерклым, который можно посмотреть
[ 878.38 -  884.48] вот так, за дуячи, потому что за жанг подойчивая, оба жал, чтобы у него была соколоску был
[ 884.48 -  891.34] прилизанный, вот такое, чтобы сбить его фрустрацию, она придумает ему вот этот, и так все время,
[ 891.34 -  897.50] то есть каждый предмет, который она придумывает, это абсолютно невероятно тонкое напротив,
[ 897.50 -  902.94] люди не за человеческим повезением, вот для почему эти говоришь, что и рентре, для меня является
[ 902.94 -  910.18] любими шиндерлой, а легко без ет, то же это есть, но заходят с другой стороны,
[ 910.18 -  916.62] говорит о начале о том, что дома-то машина для жилья, что такое машина для жилья, это
[ 916.62 -  922.54] с одной стороны механизм, а с другой стороны это должно быть настолько удобно, чтобы человек
[ 922.54 -  932.38] не трател, огромное количество ресурсов, за вот этим, поэтому называют это машиной,
[ 932.38 -  939.26] машиной, с точки зрения удобства, потому что это вы должны быть намного позже, но не важно,
[ 939.26 -  947.26] он тоже думает все время о вот эти человеческих потребностях, а человеческих, как вы горгономика человеческая
[ 947.26 -  956.22] потребность, да, в теми менее что отвечает о, на мой взгляд этих французских функционалистов,
[ 956.22 -  967.26] вот, которые работают с системе, работают с дорогими материалами, и с дорогим способом постройки,
[ 967.26 -  974.70] в отличие о вот-коструптивистов, которые все время хотят меньше, да, с экономить и был хаусы,
[ 974.70 -  984.38] и они не отказываются от хороших материалов и от хороших финишев, финишей, ликорбзия, рендрей и так далее,
[ 984.38 -  996.22] в то время как почему, к конструктивизм и был хаус, это не ардико, потому что это все-таки больше такой,
[ 996.22 - 1010.39] экономно, что ли способствует существование, но достаточно, неопходимые достаточно, неопходимые достаточно,
[1010.39 - 1025.51] а у ликорбзия, лендрей и шик, шик на то есть есть ощущение, русскажи, вот это отличает, если посмотреть,
[1025.51 - 1035.27] допустим на стол марселя Брейра, Бо-Хауси, который сделан был, ну, один из самых первых концерных столь,
[1035.27 - 1042.95] это металлические трубки, дохновленные, восипедом, но вообще это тема industrialизация, но и там,
[1042.95 - 1052.31] это здесь одинаковый, но марсель Брейр делает мебель из вот этих металлических трубок,
[1052.31 - 1059.67] алюминиевых, которые довольно дешево, потому что уже вымдействия отца не есть, да, они в начале кожу используют,
[1059.67 - 1066.07] потом будет использовать так, натянут и без каркаса, и тогда, что не все чистое у меня есть,
[1066.07 - 1073.35] вот эта масса стол, кто должен пойти в производство производства, или, на грей, никогда не думала,
[1073.35 - 1080.71] а масса вам производства, потому что создавая, например, еще раньше даже, чем Марсель Брейр,
[1080.71 - 1088.15] вот в истории дизайны звучит так, первые консерную стол на металлических ножках, Марсель Брей,
[1088.15 - 1098.87] в 1929 года, ну там, там, мы с вами другой, тоже вместе они там работают, аэльнгрейс создает,
[1098.87 - 1105.91] начинается создавать свою мебель на металлических хранированных, то есть, это не идея взять,
[1105.91 - 1111.91] это велосипеда дешевую тему, а это восхищение и индустриального стиля, но в такой высокой
[1111.91 - 1118.23] металлических хранированных ножках, да, поэтому тот же самый знаменитый креслобебендом, это вот,
[1118.23 - 1126.03] мы шлен, бибендом, знаешь? Ну, ну, ну, смешно, значит, вафищается шинами, то есть, вот, и ее
[1126.03 - 1134.31] знаменитая кресла культовой кресла бибендов, это упаяня скоростью, только она качественная
[1134.31 - 1142.15] декновения берет шины, да, он тоже не вот такой вот, и у нее не, не, а ременивые простые ножки, у нее
[1142.15 - 1151.83] тоже метал, но нехром, и вот это вот кожа, с такой эргономик, с таким хром, нас создает уже впечатление,
[1151.83 - 1161.99] но совершенно и ново качество этих предметов, миссван дырое уже тоже будучи в
[1161.99 - 1170.21] волхаусе, выходит на эту темы, тебе показываю его по велюр, и если взять его,
[1170.21 - 1176.79] самое из знаменитой кресла, все хрена народов в барсилонах, которые вообще знают все, это тоже
[1176.79 - 1184.23] тема дорогого модернизма уже, он создает это все стены волхаусов последним, но это уже выход вот
[1184.23 - 1193.43] туда, то есть не только мы будем извинить нечего просто, мы еще покажем и богатым своём
[1193.43 - 1204.15] насерение, как в пану обожить, я считаю, что из-за Горитива вообще просто совсем просто, ну прям совсем,
[1204.15 - 1215.53] скажите вот совсем просто, дело в материале, то есть материал в дорогом модернизме, аля вторая как
[1215.53 - 1225.85] вступень, арты-к, ими изначения, большого, это должен быть до дорогой материал, дорогой,
[1225.85 - 1234.97] конструктивиста, оба ухауса, ну, перонечельный ба ухаус, да, ну, что там, рученое творчество,
[1234.97 - 1241.29] понятно, тем не менее, они с три милисия, и шевить все это, продок, стася, и все время шеви по теме удешевления,
[1241.29 - 1252.82] вот вот это сложность, знаешь, здесь это будет очень долго, как это закаковать так, чтобы показать,
[1252.82 - 1264.10] что арты-ко, это очень сложный механизм, и да, все счастовают, куча, если там вообще его разделять,
[1264.10 - 1273.06] галевудский арты-ко, ганск-тира-ский арты-кло, да, да, что как раз очень сложно, да, да, да, да, да,
[1273.06 - 1287.06] голливудский как г 1966, да, да, да, да, да, да, да, да. Американские и, да, да, да, да, да, да, и вот это
[1287.06 - 1291.78] вот 25 год нам показывает в эту суммушечь в разработчик, там на самом деле еще одна развилка,
[1291.78 - 1299.78] Но это мельников, мы сейчас при серии релизии этого касаться не будем.
[1299.78 - 1309.78] Хотя, конечно, невероятно, что будем невероятно интересные тема, как конструктивисты, за резведов,
[1309.78 - 1318.78] в этом обыставке 1925 года, который сразу был заявлено, как депошная тема,
[1318.78 - 1322.78] а не показали абсолютно новость способ.
[1322.78 - 1329.78] Мужчий и не методология мельников с кем поверил, но это был, конечно,
[1329.78 - 1331.78] и он занял гран при.
[1331.78 - 1336.78] Вот и всего вот этого всего ардекожного, именно мельников с кем поверил,
[1336.78 - 1347.10] занимает тем гран при как самый, а вот как бы передовой метод мышления,
[1347.10 - 1354.10] именно метод, да, не стиль, не направление обсказал, а метод мышления.
[1354.10 - 1361.10] Он не запаковывает с оварбой кополностью, но именно это выставка занимает гран при.
